fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,General Operating Fund,Mayor-office of the Inspector General,2,Purchase of Services,253,Legal Services,$400.00
2016,General Operating Fund,Mayor-office of the Inspector General,2,Purchase of Services,255,Dues,$1000.00
2016,General Operating Fund,Mayor-office of the Inspector General,2,Purchase of Services,256,Seminar and Training Sessions,$10000.00
2016,General Operating Fund,Mayor-office of the Inspector General,2,Purchase of Services,260,Repair and Maintenance Charges,$500.00
2016,General Operating Fund,Mayor-office of the Inspector General,2,Purchase of Services,282,Rent/lease-purchase Computer Equip,$4729.00
2016,General Operating Fund,Mayor-office of the Inspector General,3,Materials and Supplies,320,Office Materials and Supplies,$2925.00
2016,General Operating Fund,Mayor-office of the Inspector General,3,Materials and Supplies,325,Printing,$200.00
2016,General Operating Fund,Mayor-office of the Inspector General,4,Equipment,420,Office Equipment,$600.00
2016,General Operating Fund,Mayor-office of the Inspector General,4,Equipment,427,Computer Equipment & Peripherals,$1500.00
2016,General Operating Fund,Mayor-office of Sustainability,1,Personal Services,101,Perm Full Time-civilian,$514768.00
2016,General Operating Fund,Mayor-office of Sustainability,1,Personal Services,121,Temporary Seasonal,$23211.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,211,Transportation,$6000.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$30000.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,240,Advertising/promotional Activities,$2500.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,250,Professional Consult/spec Services,$210708.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,255,Dues,$10000.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,256,Seminar and Training Sessions,$8999.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$5121.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,282,Rent/lease-purchase Computer Equip,$2926.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,284,Ground and Building Rental,$903.00
2016,General Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$2351.00
2016,General Operating Fund,Mayor-office of Sustainability,3,Materials and Supplies,320,Office Materials and Supplies,$329.00
2016,General Operating Fund,Mayor-office of Sustainability,3,Materials and Supplies,325,Printing,$12964.00
2016,General Operating Fund,Mayor-office of Sustainability,3,Materials and Supplies,399,Other Materials and Supplies (noc),$627.00
2016,General Operating Fund,Mayor-office of Sustainability,4,Equipment,427,Computer Equipment & Peripherals,$1362.00
2016,General Operating Fund,Mayor-office of Sustainability,4,Equipment,430,Furniture and Furnishings,$514.00
2016,General Operating Fund,Mayor-office of Sustainability,4,Equipment,499,Other Equipment (noc),$2044.00
2016,General Operating Fund,Mayors Office-mural Arts Program,1,Personal Services,101,Perm Full Time-civilian,$485020.00
2016,General Operating Fund,Mayors Office-mural Arts Program,1,Personal Services,161,Overtime Civilian,$5381.00
2016,General Operating Fund,Mayors Office-mural Arts Program,2,Purchase of Services,250,Professional Consult/spec Services,$1155615.00
2016,General Operating Fund,City Planning Commission,1,Personal Services,100,Salary Control,$66539.00
2016,General Operating Fund,City Planning Commission,1,Personal Services,101,Perm Full Time-civilian,$2239995.00
2016,General Operating Fund,City Planning Commission,1,Personal Services,131,Board,$3000.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$200.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,210,Postage,$500.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,211,Transportation,$15000.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$4000.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,250,Professional Consult/spec Services,$85000.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,255,Dues,$2500.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,256,Seminar and Training Sessions,$16392.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,258,Court Reporters,$1000.00
2016,General Operating Fund,City Planning Commission,2,Purchase of Services,285,Rents,$30000.00
2016,General Operating Fund,City Planning Commission,3,Materials and Supplies,304,Books and Other Publications,$1000.00
2016,General Operating Fund,City Planning Commission,3,Materials and Supplies,320,Office Materials and Supplies,$7500.00
2016,General Operating Fund,City Planning Commission,3,Materials and Supplies,324,"Precision, Photographic and Artists",$8824.00
2016,General Operating Fund,City Planning Commission,3,Materials and Supplies,325,Printing,$8328.00
2016,General Operating Fund,City Planning Commission,4,Equipment,427,Computer Equipment & Peripherals,$15000.00
2016,General Operating Fund,Free Library,1,Personal Services,100,Salary Control,$356573.00
2016,General Operating Fund,Free Library,1,Personal Services,101,Perm Full Time-civilian,$30996704.00
2016,General Operating Fund,Free Library,1,Personal Services,111,Perm Part Time,$1284511.00
2016,General Operating Fund,Free Library,1,Personal Services,121,Temporary Seasonal,$1555315.00
2016,General Operating Fund,Free Library,1,Personal Services,161,Overtime Civilian,$1219125.00
2016,General Operating Fund,Free Library,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$9078.00
2016,General Operating Fund,Free Library,1,Personal Services,181,Shift,$52946.00
2016,General Operating Fund,Free Library,2,Purchase of Services,201,Cleaning and Laundering,$17911.00
2016,General Operating Fund,Free Library,2,Purchase of Services,202,Janitorial Services,$2155.00
2016,General Operating Fund,Free Library,2,Purchase of Services,209,Telephone,$1067570.00
2016,General Operating Fund,Free Library,2,Purchase of Services,211,Transportation,$4943.00
2016,General Operating Fund,Free Library,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$46317.00
2016,General Operating Fund,Free Library,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$19177.00
2016,General Operating Fund,Free Library,2,Purchase of Services,250,Professional Consult/spec Services,$219805.00
2016,General Operating Fund,Free Library,2,Purchase of Services,255,Dues,$1250.00
2016,General Operating Fund,Free Library,2,Purchase of Services,256,Seminar and Training Sessions,$885.00
2016,General Operating Fund,Free Library,2,Purchase of Services,260,Repair and Maintenance Charges,$642372.00
2016,General Operating Fund,Free Library,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$284862.00
2016,General Operating Fund,Free Library,2,Purchase of Services,285,Rents,$16830.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,305,Building and Construction,$30008.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,306,Library Materials,$2001589.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$7093.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,310,Electrical and Communication,$12400.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,316,General Hardware and Minor Tools,$14418.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,317,Hospital and Laboratory,$4340.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$61294.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,320,Office Materials and Supplies,$81278.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,324,"Precision, Photographic and Artists",$10855.00
2016,General Operating Fund,Free Library,3,Materials and Supplies,325,Printing,$16340.00
2016,General Operating Fund,Free Library,4,Equipment,411,General Equipment and Machinery,$12860.00
2016,General Operating Fund,Free Library,4,Equipment,418,Janitorial and Laundry,$1712.00
2016,General Operating Fund,Free Library,4,Equipment,420,Office Equipment,$7231.00
2016,General Operating Fund,Free Library,4,Equipment,423,Plumbing/air Conditioning/space Htg,$1415.00
2016,General Operating Fund,Free Library,4,Equipment,427,Computer Equipment & Peripherals,$20892.00
2016,General Operating Fund,Free Library,4,Equipment,430,Furniture and Furnishings,$18934.00
2016,General Operating Fund,Commission on Human Relations,1,Personal Services,100,Salary Control,$70000.00
2016,General Operating Fund,Commission on Human Relations,1,Personal Services,101,Perm Full Time-civilian,$1979408.00
2016,General Operating Fund,Commission on Human Relations,1,Personal Services,131,Board,$50000.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,209,Telephone,$1500.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,210,Postage,$50.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,211,Transportation,$3250.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$500.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,250,Professional Consult/spec Services,$3500.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,255,Dues,$1000.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,256,Seminar and Training Sessions,$4357.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,258,Court Reporters,$15500.00
2016,General Operating Fund,Commission on Human Relations,2,Purchase of Services,260,Repair and Maintenance Charges,$5000.00
2016,General Operating Fund,Commission on Human Relations,3,Materials and Supplies,304,Books and Other Publications,$1000.00
2016,General Operating Fund,Commission on Human Relations,3,Materials and Supplies,320,Office Materials and Supplies,$10731.00
2016,General Operating Fund,Commission on Human Relations,3,Materials and Supplies,325,Printing,$1000.00
2016,General Operating Fund,Commission on Human Relations,4,Equipment,420,Office Equipment,$300.00
2016,General Operating Fund,Civil Service Commission,1,Personal Services,101,Perm Full Time-civilian,$98918.00
2016,General Operating Fund,Civil Service Commission,1,Personal Services,131,Board,$48425.00
2016,General Operating Fund,Civil Service Commission,2,Purchase of Services,250,Professional Consult/spec Services,$29500.00
2016,General Operating Fund,Civil Service Commission,3,Materials and Supplies,320,Office Materials and Supplies,$375.00
2016,General Operating Fund,Civil Service Commission,3,Materials and Supplies,325,Printing,$125.00
2016,General Operating Fund,Civil Service Commission,4,Equipment,427,Computer Equipment & Peripherals,$594.00
2016,General Operating Fund,Personnel,1,Personal Services,100,Salary Control,$79576.00
2016,General Operating Fund,Personnel,1,Personal Services,101,Perm Full Time-civilian,$5164745.00
2016,General Operating Fund,Personnel,1,Personal Services,121,Temporary Seasonal,$110000.00
2016,General Operating Fund,Personnel,1,Personal Services,161,Overtime Civilian,$45300.00
2016,General Operating Fund,Personnel,2,Purchase of Services,210,Postage,$25000.00
2016,General Operating Fund,Personnel,2,Purchase of Services,211,Transportation,$237800.00
2016,General Operating Fund,Personnel,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$5000.00
2016,General Operating Fund,Personnel,2,Purchase of Services,240,Advertising/promotional Activities,$13000.00
2016,General Operating Fund,Personnel,2,Purchase of Services,250,Professional Consult/spec Services,$570275.00
2016,General Operating Fund,Personnel,2,Purchase of Services,255,Dues,$22860.00
2016,General Operating Fund,Personnel,2,Purchase of Services,256,Seminar and Training Sessions,$30500.00
2016,General Operating Fund,Personnel,2,Purchase of Services,260,Repair and Maintenance Charges,$15700.00
2016,General Operating Fund,Personnel,2,Purchase of Services,285,Rents,$43330.00
2016,General Operating Fund,Personnel,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$605.00
2016,General Operating Fund,Personnel,3,Materials and Supplies,304,Books and Other Publications,$14352.00
2016,General Operating Fund,Personnel,3,Materials and Supplies,307,Chemicals and Gases,$500.00
2016,General Operating Fund,Personnel,3,Materials and Supplies,317,Hospital and Laboratory,$18500.00
2016,General Operating Fund,Personnel,3,Materials and Supplies,320,Office Materials and Supplies,$19600.00
2016,General Operating Fund,Personnel,3,Materials and Supplies,324,"Precision, Photographic and Artists",$5330.00
2016,General Operating Fund,Personnel,3,Materials and Supplies,325,Printing,$7300.00
2016,General Operating Fund,Personnel,4,Equipment,420,Office Equipment,$4350.00
2016,General Operating Fund,Office of Arts & Culture,1,Personal Services,101,Perm Full Time-civilian,$312767.00
2016,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,210,Postage,$334.00
2016,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$1504.00
2016,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,250,Professional Consult/spec Services,$479400.00
2016,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,255,Dues,$400.00
2016,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,260,Repair and Maintenance Charges,$762.00
2016,General Operating Fund,Office of Arts & Culture,3,Materials and Supplies,320,Office Materials and Supplies,$7000.00
2016,General Operating Fund,Office of Arts & Culture,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,$230688.00
2016,General Operating Fund,Office of Arts & Culture,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,$3140000.00
2016,General Operating Fund,Office of Property Assessments,1,Personal Services,100,Salary Control,$50000.00
2016,General Operating Fund,Office of Property Assessments,1,Personal Services,101,Perm Full Time-civilian,$10274420.00
2016,General Operating Fund,Office of Property Assessments,1,Personal Services,121,Temporary Seasonal,$50000.00
2016,General Operating Fund,Office of Property Assessments,1,Personal Services,161,Overtime Civilian,$50000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$5000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,210,Postage,$174248.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,211,Transportation,$20000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,240,Advertising/promotional Activities,$500.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,250,Professional Consult/spec Services,$1723378.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,251,Information Technology-prof Service,$15000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,255,Dues,$45000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,256,Seminar and Training Sessions,$50000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,258,Court Reporters,$10000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,260,Repair and Maintenance Charges,$25000.00
2016,General Operating Fund,Office of Property Assessments,2,Purchase of Services,284,Ground and Building Rental,$10000.00
2016,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,304,Books and Other Publications,$16000.00
2016,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,313,Food,$100.00
2016,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,316,General Hardware and Minor Tools,$100.00
2016,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,320,Office Materials and Supplies,$53000.00
2016,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,324,"Precision, Photographic and Artists",$66068.00
2016,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,325,Printing,$581332.00
2016,General Operating Fund,Office of Property Assessments,4,Equipment,420,Office Equipment,$16000.00
2016,General Operating Fund,Office of Property Assessments,4,Equipment,430,Furniture and Furnishings,$50000.00
2016,General Operating Fund,City Controller,1,Personal Services,100,Salary Control,$15000.00
2016,General Operating Fund,City Controller,1,Personal Services,101,Perm Full Time-civilian,$7624840.00
2016,General Operating Fund,City Controller,1,Personal Services,111,Perm Part Time,$24960.00
2016,General Operating Fund,City Controller,1,Personal Services,121,Temporary Seasonal,$25000.00
2016,General Operating Fund,City Controller,1,Personal Services,161,Overtime Civilian,$50000.00
2016,General Operating Fund,City Controller,1,Personal Services,181,Shift,$33085.00
2016,General Operating Fund,City Controller,2,Purchase of Services,210,Postage,$500.00
2016,General Operating Fund,City Controller,2,Purchase of Services,211,Transportation,$1600.00
2016,General Operating Fund,City Controller,2,Purchase of Services,215,Licenses Permits Inspection Charges,$206.00
2016,General Operating Fund,City Controller,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$1050.00
2016,General Operating Fund,City Controller,2,Purchase of Services,250,Professional Consult/spec Services,$136000.00
2016,General Operating Fund,City Controller,2,Purchase of Services,251,Information Technology-prof Service,$76000.00
2016,General Operating Fund,City Controller,2,Purchase of Services,252,Accounting and Auditing Services,$229094.00
2016,General Operating Fund,City Controller,2,Purchase of Services,255,Dues,$7000.00
2016,General Operating Fund,City Controller,2,Purchase of Services,256,Seminar and Training Sessions,$33000.00
2016,General Operating Fund,City Controller,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$13000.00
2016,General Operating Fund,City Controller,3,Materials and Supplies,320,Office Materials and Supplies,$15000.00
2016,General Operating Fund,City Controller,4,Equipment,420,Office Equipment,$10000.00
2016,General Operating Fund,Board of Revision of Taxes,1,Personal Services,101,Perm Full Time-civilian,$792747.00
2016,General Operating Fund,Board of Revision of Taxes,1,Personal Services,121,Temporary Seasonal,$26880.00
2016,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,240,Advertising/promotional Activities,$100.00
2016,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,258,Court Reporters,$11860.00
2016,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,260,Repair and Maintenance Charges,$3200.00
2016,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,286,Rental of Parking Spaces,$5040.00
2016,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,304,Books and Other Publications,$1000.00
2016,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,320,Office Materials and Supplies,$5727.00
2016,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,324,"Precision, Photographic and Artists",$1000.00
2016,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,325,Printing,$1000.00
2016,General Operating Fund,Board of Revision of Taxes,4,Equipment,420,Office Equipment,$5000.00
2016,General Operating Fund,Board of Revision of Taxes,4,Equipment,427,Computer Equipment & Peripherals,$1000.00
2016,General Operating Fund,Board of Revision of Taxes,4,Equipment,430,Furniture and Furnishings,$1000.00
2016,General Operating Fund,Register of Wills,1,Personal Services,100,Salary Control,$20000.00
2016,General Operating Fund,Register of Wills,1,Personal Services,101,Perm Full Time-civilian,$3238934.00
2016,General Operating Fund,Register of Wills,1,Personal Services,111,Perm Part Time,$109065.00
2016,General Operating Fund,Register of Wills,1,Personal Services,121,Temporary Seasonal,$45500.00
2016,General Operating Fund,Register of Wills,2,Purchase of Services,209,Telephone,$450.00
2016,General Operating Fund,Register of Wills,2,Purchase of Services,210,Postage,$15300.00
2016,General Operating Fund,Register of Wills,2,Purchase of Services,211,Transportation,$1800.00
2016,General Operating Fund,Register of Wills,2,Purchase of Services,251,Information Technology-prof Service,$2558.00
2016,General Operating Fund,Register of Wills,2,Purchase of Services,260,Repair and Maintenance Charges,$50369.00
2016,General Operating Fund,Register of Wills,2,Purchase of Services,285,Rents,$5009.00
2016,General Operating Fund,Register of Wills,3,Materials and Supplies,320,Office Materials and Supplies,$18000.00
2016,General Operating Fund,Register of Wills,3,Materials and Supplies,325,Printing,$5850.00
2016,General Operating Fund,Register of Wills,4,Equipment,420,Office Equipment,$900.00
2016,General Operating Fund,Register of Wills,4,Equipment,427,Computer Equipment & Peripherals,$8460.00
2016,General Operating Fund,District Attorney,1,Personal Services,100,Salary Control,$319000.00
2016,General Operating Fund,District Attorney,1,Personal Services,101,Perm Full Time-civilian,$29331607.00
2016,General Operating Fund,District Attorney,1,Personal Services,105,Perm Full Time-uniform,$2215631.00
2016,General Operating Fund,District Attorney,1,Personal Services,109,Plus/minus Gross Adj,$75000.00
2016,General Operating Fund,District Attorney,1,Personal Services,110,Uniform Stress Pay,$158000.00
2016,General Operating Fund,District Attorney,1,Personal Services,111,Perm Part Time,$81283.00
2016,General Operating Fund,District Attorney,1,Personal Services,121,Temporary Seasonal,$30000.00
2016,General Operating Fund,District Attorney,1,Personal Services,161,Overtime Civilian,$3000.00
2016,General Operating Fund,District Attorney,1,Personal Services,165,Overtime Shift Uniform,$155000.00
2016,General Operating Fund,District Attorney,1,Personal Services,175,Holiday Pay-annual,$121500.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,201,Cleaning and Laundering,$23000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,209,Telephone,$20000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,210,Postage,$110000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,211,Transportation,$128250.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$130000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,231,Overtime Meals,$2500.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,240,Advertising/promotional Activities,$1000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,250,Professional Consult/spec Services,$1734466.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,255,Dues,$5000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,256,Seminar and Training Sessions,$6032.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,260,Repair and Maintenance Charges,$75000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$117000.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,285,Rents,$27500.00
2016,General Operating Fund,District Attorney,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$87424.00
2016,General Operating Fund,District Attorney,3,Materials and Supplies,304,Books and Other Publications,$5000.00
2016,General Operating Fund,District Attorney,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$27600.00
2016,General Operating Fund,District Attorney,3,Materials and Supplies,320,Office Materials and Supplies,$333005.00
2016,General Operating Fund,District Attorney,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$20000.00
2016,General Operating Fund,District Attorney,3,Materials and Supplies,325,Printing,$23000.00
2016,General Operating Fund,District Attorney,3,Materials and Supplies,399,Other Materials and Supplies (noc),$5000.00
2016,General Operating Fund,District Attorney,4,Equipment,420,Office Equipment,$40000.00
2016,General Operating Fund,District Attorney,4,Equipment,427,Computer Equipment & Peripherals,$45000.00
2016,General Operating Fund,District Attorney,4,Equipment,430,Furniture and Furnishings,$21416.00
2016,General Operating Fund,District Attorney,4,Equipment,499,Other Equipment (noc),$5000.00
2016,General Operating Fund,Sheriff,1,Personal Services,100,Salary Control,$45000.00
2016,General Operating Fund,Sheriff,1,Personal Services,101,Perm Full Time-civilian,$15618888.00
2016,General Operating Fund,Sheriff,1,Personal Services,121,Temporary Seasonal,$50000.00
2016,General Operating Fund,Sheriff,1,Personal Services,161,Overtime Civilian,$2276185.00
2016,General Operating Fund,Sheriff,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$50000.00
2016,General Operating Fund,Sheriff,1,Personal Services,181,Shift,$29000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,201,Cleaning and Laundering,$145000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,209,Telephone,$50000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,211,Transportation,$200000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,252,Accounting and Auditing Services,$38800.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,256,Seminar and Training Sessions,$45000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,258,Court Reporters,$5666.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,260,Repair and Maintenance Charges,$20000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$50000.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,285,Rents,$18834.00
2016,General Operating Fund,Sheriff,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$141967.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,304,Books and Other Publications,$2000.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,305,Building and Construction,$2000.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$164105.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,310,Electrical and Communication,$4000.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,312,Fire Fighting and Safety,$38270.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,313,Food,$96970.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,320,Office Materials and Supplies,$22000.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,324,"Precision, Photographic and Artists",$10000.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,325,Printing,$1500.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,345,Gasoline,$55000.00
2016,General Operating Fund,Sheriff,3,Materials and Supplies,399,Other Materials and Supplies (noc),$10062.00
2016,General Operating Fund,Sheriff,4,Equipment,430,Furniture and Furnishings,$13000.00
2016,General Operating Fund,City Commissioners,1,Personal Services,100,Salary Control,$11486.00
2016,General Operating Fund,City Commissioners,1,Personal Services,101,Perm Full Time-civilian,$4171336.00
2016,General Operating Fund,City Commissioners,1,Personal Services,121,Temporary Seasonal,$500000.00
2016,General Operating Fund,City Commissioners,1,Personal Services,161,Overtime Civilian,$905223.00
2016,General Operating Fund,City Commissioners,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$33256.00
2016,General Operating Fund,City Commissioners,1,Personal Services,181,Shift,$2975.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,202,Janitorial Services,$10874.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,209,Telephone,$50481.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,210,Postage,$150000.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,211,Transportation,$13838.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,250,Professional Consult/spec Services,$2316065.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,251,Information Technology-prof Service,$244144.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,256,Seminar and Training Sessions,$7000.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,258,Court Reporters,$6000.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,260,Repair and Maintenance Charges,$487819.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$30000.00
2016,General Operating Fund,City Commissioners,2,Purchase of Services,285,Rents,$181129.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,304,Books and Other Publications,$763.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,310,Electrical and Communication,$5331.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,316,General Hardware and Minor Tools,$4700.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$2560.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,320,Office Materials and Supplies,$80730.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,324,"Precision, Photographic and Artists",$20209.00
2016,General Operating Fund,City Commissioners,3,Materials and Supplies,325,Printing,$364055.00
2016,General Operating Fund,City Commissioners,4,Equipment,420,Office Equipment,$45269.00
2016,General Operating Fund,City Commissioners,4,Equipment,427,Computer Equipment & Peripherals,$14500.00
2016,General Operating Fund,City Commissioners,4,Equipment,430,Furniture and Furnishings,$3500.00
2016,General Operating Fund,1st Judicial District,1,Personal Services,100,Salary Control,$1412000.00
2016,General Operating Fund,1st Judicial District,1,Personal Services,101,Perm Full Time-civilian,$93342858.00
2016,General Operating Fund,1st Judicial District,1,Personal Services,121,Temporary Seasonal,$2420000.00
2016,General Operating Fund,1st Judicial District,1,Personal Services,161,Overtime Civilian,$92000.00
2016,General Operating Fund,1st Judicial District,2,Purchase of Services,259,Arbitration Fees,$755140.00
2016,General Operating Fund,1st Judicial District,2,Purchase of Services,275,Juror Fees,$1542471.00
2016,General Operating Fund,1st Judicial District,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$8358963.00
2016,General Operating Fund,1st Judicial District,3,Materials and Supplies,399,Other Materials and Supplies (noc),$1870944.00
2016,General Operating Fund,1st Judicial District,4,Equipment,499,Other Equipment (noc),$520924.00
2016,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,100,Salary Control,$58000.00
