fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,181280
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,578363
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,343456
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,15450
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,62000
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,33000
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,33100
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,33000
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,128750
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,34000
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,36050
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,37000
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,67000
2017,Water Operating Fund,Water,01,Personal Services,0121,Temporary/Seasonal,105000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,3090
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,90000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,468650
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,17510
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,170000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,140000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,3090
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,10300
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,10300
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,5150
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,22660
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,10000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,5000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,55170
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,343991
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,379674
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,7210
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,230000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,4000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,930000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,630000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,1806038
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,726065
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,440000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,439000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,436200
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,5150
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,139050
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,4010270
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,400000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,60000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,294580
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,329600
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,747000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,103000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,121540
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,870000
2017,Water Operating Fund,Water,01,Personal Services,0161,Overtime-Civilian,15000
2017,Water Operating Fund,Water,01,Personal Services,0162,Overtime/Shift-Dual/Relief,3090
2017,Water Operating Fund,Water,01,Personal Services,0162,Overtime/Shift-Dual/Relief,2060
2017,Water Operating Fund,Water,01,Personal Services,0162,Overtime/Shift-Dual/Relief,5150
2017,Water Operating Fund,Water,01,Personal Services,0162,Overtime/Shift-Dual/Relief,1000
2017,Water Operating Fund,Water,01,Personal Services,0162,Overtime/Shift-Dual/Relief,5000
2017,Water Operating Fund,Water,01,Personal Services,0162,Overtime/Shift-Dual/Relief,15450
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",1030
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",20600
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",2060
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",57000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",21000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",115000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",8240
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",28910
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",36050
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",1030
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",24000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",25000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",36050
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",55000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",36000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",30900
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",1000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",4635
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",18000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",1030
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",5100
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",3000
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",3090
2017,Water Operating Fund,Water,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",8240
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,3090
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,1000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,32960
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,22966
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,60000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,11000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,19000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,12000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,8000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,2060
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,16480
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,2060
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,515
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,4120
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,2000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,2060
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,1236
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,4635
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,13700
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,13390
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,6000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,11000
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,4120
2017,Water Operating Fund,Water,01,Personal Services,0181,Shift,25000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,2100
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,3100
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,1500
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,2400
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0201,Cleaning and Laundering,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,70000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,4000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,12000
2017,Water Operating Fund,Water,02,Purchase of Services,0202,Janitorial Services,11000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,60000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,35000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,35000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,3000000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,815000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,50000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,195000
2017,Water Operating Fund,Water,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0210,Postage,300
2017,Water Operating Fund,Water,02,Purchase of Services,0210,Postage,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0210,Postage,120000
2017,Water Operating Fund,Water,02,Purchase of Services,0210,Postage,225000
2017,Water Operating Fund,Water,02,Purchase of Services,0210,Postage,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0210,Postage,30000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,500
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,6000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,7500
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,30000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1500
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,25000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,4000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,9000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0211,Transportation,3600
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,15000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,67000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,500
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,15000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,37000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,500
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,500
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,3500
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,4100
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0215,Licenses Permits Inspection Charges,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0216,Commercial Off-Shelf Comp Software,258000
2017,Water Operating Fund,Water,02,Purchase of Services,0216,Commercial Off-Shelf Comp Software,50000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,1300000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,125000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,725000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,23940000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,320000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,200000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,210000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,700000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,100000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,80000
2017,Water Operating Fund,Water,02,Purchase of Services,0220,Electric Current-Structures/Streets,65000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,500000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,870000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,225000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,200000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,2400000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,1200000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,67000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,130000
2017,Water Operating Fund,Water,02,Purchase of Services,0221,Gas Services,100000
2017,Water Operating Fund,Water,02,Purchase of Services,0230,Meals-Non-Travel & Officl Entertain,400
2017,Water Operating Fund,Water,02,Purchase of Services,0230,Meals-Non-Travel & Officl Entertain,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0230,Meals-Non-Travel & Officl Entertain,1500
2017,Water Operating Fund,Water,02,Purchase of Services,0230,Meals-Non-Travel & Officl Entertain,1500
2017,Water Operating Fund,Water,02,Purchase of Services,0230,Meals-Non-Travel & Officl Entertain,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0230,Meals-Non-Travel & Officl Entertain,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0240,Advertising/Promotional Activities,300000
2017,Water Operating Fund,Water,02,Purchase of Services,0240,Advertising/Promotional Activities,7000
2017,Water Operating Fund,Water,02,Purchase of Services,0240,Advertising/Promotional Activities,1500
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,205000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,19849000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,1568400
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,15149442
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,5250000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,1400000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,676000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,1409000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,800000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,300000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,2971000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,757000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,2685000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,23000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,135000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,185000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,174000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,16000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,127000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,500000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,30000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,436000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,41000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,107000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,22297
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,431000
2017,Water Operating Fund,Water,02,Purchase of Services,0250,Professional Consult/Spec Services,976703
2017,Water Operating Fund,Water,02,Purchase of Services,0252,Accounting and Auditing Services,75000
2017,Water Operating Fund,Water,02,Purchase of Services,0253,Legal Services,450000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,377200
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,2200
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,4000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,2500
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,500
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,4100
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,110000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,7000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,4000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,5500
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,500
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,2500
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,500
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,45000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,120000
2017,Water Operating Fund,Water,02,Purchase of Services,0255,Dues,50000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,15000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,75000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,2500
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,500
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,35000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,25300
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,4100
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,12000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,2000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,35000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,40000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,5000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,300000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,10200
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,3000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,3500
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,500
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,35000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,10000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,15000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,2100
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,20000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,120000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,36000
2017,Water Operating Fund,Water,02,Purchase of Services,0256,Seminar and Training Sessions,6000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,489500
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,45000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,337000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,1050000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,256000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,24000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,400000
2017,Water Operating Fund,Water,02,Purchase of Services,0257,Architectural & Engineering Srvcs,400000
2017,Water Operating Fund,Water,02,Purchase of Services,0258,Court Reporters,60000
2017,Water Operating Fund,Water,02,Purchase of Services,0259,Arbitration Fees,500000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,250
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,291000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,536200
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,393000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,300000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,3500
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,330000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,1868500
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,500
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,425000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,130500
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,1000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,41200
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,936000
2017,Water Operating Fund,Water,02,Purchase of Services,0260,Repair and Maintenance Charges,130000
