FY,FM,Char,Character Title,Sub-obj,Sub-object Title,Fund,Dept,Original Appn Balance,Total  (Original Appn Balance) No.8,Total  (Original Appn Balance) No.7,Total  (Original Appn Balance) No.6,Total  (Original Appn Balance) No.5,Total  (Original Appn Balance) No.4,Total  (Original Appn Balance) No.3,Total  (Original Appn Balance) No.2,Total  (Original Appn Balance) No.1,Fund Title,Department Title
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,69,125864,4284273865,4284273865,4284273865,36996733,2310063,1918163,1918163,4284273865,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGY-PROF SERVICE 0251,10,69,45000,4284318865,4284318865,4284318865,37041733,2355063,45000,45000,4284318865,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,69,3000,4284321865,4284321865,4284321865,37044733,2358063,5300,3000,4284321865,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,69,2300,4284324165,4284324165,4284324165,37047033,2360363,5300,5300,4284324165,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,69,5000,4284329165,4284329165,4284329165,37052033,2365363,8000,5000,4284329165,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,69,3000,4284332165,4284332165,4284332165,37055033,2368363,8000,8000,4284332165,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,69,55000,4284387165,4284387165,4284387165,37110033,2423363,57760,55000,4284387165,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,69,1500,4284388665,4284388665,4284388665,37111533,2424863,57760,56500,4284388665,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,69,1260,4284389925,4284389925,4284389925,37112793,2426123,57760,57760,4284389925,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORT-COMPUTR HARDWARE/SOFT 0266,10,69,60000,4284449925,4284449925,4284449925,37172793,2486123,61500,60000,4284449925,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORT-COMPUTR HARDWARE/SOFT 0266,10,69,1500,4284451425,4284451425,4284451425,37174293,2487623,61500,61500,4284451425,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,284,GROUND AND BUILDING RENTAL          0284,10,69,68973,4284520398,4284520398,4284520398,37243266,2556596,68973,68973,4284520398,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,285,RENTS                               0285,10,69,30000,4284550398,4284550398,4284550398,37273266,2586596,30000,30000,4284550398,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,2,02 PURCHASE OF SERVICES,299,OTHER EXPENSES (NOT OTHRWSE CLSSFD) 0299,10,69,7700,4284558098,4284558098,4284558098,37280966,2594296,7700,7700,4284558098,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,69,3350,4284561448,4284561448,4284561448,37284316,3350,38350,3350,4284561448,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,69,35000,4284596448,4284596448,4284596448,37319316,38350,38350,38350,4284596448,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL   0308,10,69,20900,4284617348,4284617348,4284617348,37340216,59250,20900,20900,4284617348,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,69,379541,4284996889,4284996889,4284996889,37719757,438791,385541,379541,4284996889,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,69,4500,4285001389,4285001389,4285001389,37724257,443291,385541,384041,4285001389,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,69,1500,4285002889,4285002889,4285002889,37725757,444791,385541,385541,4285002889,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,69,150,4285003039,4285003039,4285003039,37725907,444941,20150,150,4285003039,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,69,20000,4285023039,4285023039,4285023039,37745907,464941,20150,20150,4285023039,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,4,04 EQUIPMENT,420,OFFICE EQUIPMENT                    0420,10,69,19926,4285042965,4285042965,4285042965,37765833,19926,19926,19926,4285042965,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,69,25000,4285067965,4285067965,4285067965,37790833,44926,25000,25000,4285067965,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,69,14654,4285082619,4285082619,4285082619,37805487,59580,14654,14654,4285082619,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,4,04 EQUIPMENT,499,OTHER EQUIPMENT (NOC)               0499,10,69,5000,4285087619,4285087619,4285087619,37810487,64580,5000,5000,4285087619,010 GENERAL OPERATING FD,69 DISTRICT ATTORNEY
2018,1,1,01 PERSONAL SERVICES,100,SALARY CONTROL                      0100,10,70,43512,4285131131,4285131131,4285131131,43512,43512,43512,43512,4285131131,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,70,19074300,4304205431,4304205431,4304205431,19117812,19117812,19074300,19074300,4304205431,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,121,TEMPORARY/SEASONAL                  0121,10,70,14453,4304219884,4304219884,4304219884,19132265,19132265,14453,14453,4304219884,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,152,UNIFORM IOD PAY (HEART & LUNG)      0152,10,70,35196,4304255080,4304255080,4304255080,19167461,19167461,35196,35196,4304255080,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,70,2276185,4306531265,4306531265,4306531265,21443646,21443646,2276185,2276185,4306531265,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,171,"HOLIDAY ""G""(2/3 SHIFTS)             0171",10,70,50000,4306581265,4306581265,4306581265,21493646,21493646,50000,50000,4306581265,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,70,29004,4306610269,4306610269,4306610269,21522650,21522650,29004,29004,4306610269,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,201,CLEANING AND LAUNDERING             0201,10,70,145004,4306755273,4306755273,4306755273,21667654,145004,145004,145004,4306755273,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,209,TELEPHONE                           0209,10,70,50000,4306805273,4306805273,4306805273,21717654,195004,50000,50000,4306805273,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,70,200000,4307005273,4307005273,4307005273,21917654,395004,200000,200000,4307005273,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,230,MEALS-NON-TRAVEL & OFFICL ENTERTAIN 0230,10,70,396023,4307401296,4307401296,4307401296,22313677,791027,396023,396023,4307401296,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,70,9700,4307410996,4307410996,4307410996,22323377,800727,9700,9700,4307410996,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGY-PROF SERVICE 0251,10,70,120000,4307530996,4307530996,4307530996,22443377,920727,120000,120000,4307530996,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,252,ACCOUNTING AND AUDITING SERVICES    0252,10,70,38800,4307569796,4307569796,4307569796,22482177,959527,38800,38800,4307569796,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,70,39190,4307608986,4307608986,4307608986,22521367,998717,39190,39190,4307608986,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,258,COURT REPORTERS                     0258,10,70,2760,4307611746,4307611746,4307611746,22524127,1001477,2760,2760,4307611746,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,70,17779,4307629525,4307629525,4307629525,22541906,1019256,17779,17779,4307629525,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORT-COMPUTR HARDWARE/SOFT 0266,10,70,50000,4307679525,4307679525,4307679525,22591906,1069256,50000,50000,4307679525,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,285,RENTS                               0285,10,70,13788,4307693313,4307693313,4307693313,22605694,1083044,13788,13788,4307693313,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,2,02 PURCHASE OF SERVICES,299,OTHER EXPENSES (NOT OTHRWSE CLSSFD) 0299,10,70,22223,4307715536,4307715536,4307715536,22627917,1105267,22223,22223,4307715536,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL   0308,10,70,230000,4307945536,4307945536,4307945536,22857917,230000,230000,230000,4307945536,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION        0310,10,70,2900,4307948436,4307948436,4307948436,22860817,232900,2900,2900,4307948436,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,312,FIRE FIGHTING AND SAFETY            0312,10,70,40000,4307988436,4307988436,4307988436,22900817,272900,40000,40000,4307988436,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,70,14739,4308003175,4308003175,4308003175,22915556,287639,14739,14739,4308003175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,317,HOSPITAL AND LABORATORY             0317,10,70,3000,4308006175,4308006175,4308006175,22918556,290639,3000,3000,4308006175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,318,"JANITORIAL, LAUNDRY AND HOUSEHOLD   0318",10,70,6000,4308012175,4308012175,4308012175,22924556,296639,6000,6000,4308012175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,70,35000,4308047175,4308047175,4308047175,22959556,331639,35000,35000,4308047175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,70,8000,4308055175,4308055175,4308055175,22967556,339639,8000,8000,4308055175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,326,RECREATIONAL AND EDUCATIONAL        0326,10,70,3000,4308058175,4308058175,4308058175,22970556,342639,3000,3000,4308058175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,345,GASOLINE                            0345,10,70,35000,4308093175,4308093175,4308093175,23005556,377639,35000,35000,4308093175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,3,03 MATERIALS AND SUPPLIES,399,OTHER MATERIALS AND SUPPLIES (NOC)  0399,10,70,25000,4308118175,4308118175,4308118175,23030556,402639,25000,25000,4308118175,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,4,04 EQUIPMENT,423,PLUMBING/AIR CONDITIONING/SPACE HTG 0423,10,70,307,4308118482,4308118482,4308118482,23030863,307,307,307,4308118482,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,4,04 EQUIPMENT,424,"PRECISION, PHOTOGRAPHIC AND ARTIST  0424",10,70,1321,4308119803,4308119803,4308119803,23032184,1628,1321,1321,4308119803,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,70,15000,4308134803,4308134803,4308134803,23047184,16628,15000,15000,4308134803,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,70,24640,4308159443,4308159443,4308159443,23071824,41268,24640,24640,4308159443,010 GENERAL OPERATING FD,70 SHERIFF
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,115000,4308274443,4308274443,4308274443,115000,115000,3719503,115000,4308274443,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,82282,4308356725,4308356725,4308356725,197282,197282,3719503,197282,4308356725,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,421524,4308778249,4308778249,4308778249,618806,618806,3719503,618806,4308778249,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,322721,4309100970,4309100970,4309100970,941527,941527,3719503,941527,4309100970,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,228708,4309329678,4309329678,4309329678,1170235,1170235,3719503,1170235,4309329678,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,745351,4310075029,4310075029,4310075029,1915586,1915586,3719503,1915586,4310075029,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,239437,4310314466,4310314466,4310314466,2155023,2155023,3719503,2155023,4310314466,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,518450,4310832916,4310832916,4310832916,2673473,2673473,3719503,2673473,4310832916,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,233460,4311066376,4311066376,4311066376,2906933,2906933,3719503,2906933,4311066376,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,377864,4311444240,4311444240,4311444240,3284797,3284797,3719503,3284797,4311444240,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,175166,4311619406,4311619406,4311619406,3459963,3459963,3719503,3459963,4311619406,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,72,259540,4311878946,4311878946,4311878946,3719503,3719503,3719503,3719503,4311878946,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,72,28258,4311907204,4311907204,4311907204,3747761,3747761,51008,28258,4311907204,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,72,22750,4311929954,4311929954,4311929954,3770511,3770511,51008,51008,4311929954,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,131,BOARD                               0131,10,72,121069,4312051023,4312051023,4312051023,3891580,3891580,128797,121069,4312051023,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,131,BOARD                               0131,10,72,5152,4312056175,4312056175,4312056175,3896732,3896732,128797,126221,4312056175,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,131,BOARD                               0131,10,72,2576,4312058751,4312058751,4312058751,3899308,3899308,128797,128797,4312058751,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,205,REFUSE/GARBAGE/SILT/SLUDGE REMOVAL  0205,10,72,200,4312058951,4312058951,4312058951,3899508,200,200,200,4312058951,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,72,500,4312059451,4312059451,4312059451,3900008,700,1000,500,4312059451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,72,500,4312059951,4312059951,4312059951,3900508,1200,1000,1000,4312059951,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,72,8500,4312068451,4312068451,4312068451,3909008,9700,23500,8500,4312068451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,72,15000,4312083451,4312083451,4312083451,3924008,24700,23500,23500,4312083451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFF-SHELF COMP SOFTWARE  0216,10,72,3500,4312086951,4312086951,4312086951,3927508,28200,3500,3500,4312086951,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,230,MEALS-NON-TRAVEL & OFFICL ENTERTAIN 0230,10,72,2500,4312089451,4312089451,4312089451,3930008,30700,6500,2500,4312089451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,230,MEALS-NON-TRAVEL & OFFICL ENTERTAIN 0230,10,72,4000,4312093451,4312093451,4312093451,3934008,34700,6500,6500,4312093451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,72,3190000,4315283451,4315283451,4315283451,7124008,3224700,3210600,3190000,4315283451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,72,10000,4315293451,4315293451,4315293451,7134008,3234700,3210600,3200000,4315293451,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,72,10600,4315304051,4315304051,4315304051,7144608,3245300,3210600,3210600,4315304051,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,72,5000,4315309051,4315309051,4315309051,7149608,3250300,7500,5000,4315309051,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,72,2500,4315311551,4315311551,4315311551,7152108,3252800,7500,7500,4315311551,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,72,10000,4315321551,4315321551,4315321551,7162108,3262800,26392,10000,4315321551,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,72,16392,4315337943,4315337943,4315337943,7178500,3279192,26392,26392,4315337943,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,258,COURT REPORTERS                     0258,10,72,35541,4315373484,4315373484,4315373484,7214041,3314733,35541,35541,4315373484,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,72,380,4315373864,4315373864,4315373864,7214421,3315113,380,380,4315373864,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,2,02 PURCHASE OF SERVICES,285,RENTS                               0285,10,72,30000,4315403864,4315403864,4315403864,7244421,3345113,30000,30000,4315403864,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,72,1000,4315404864,4315404864,4315404864,7245421,1000,2000,1000,4315404864,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,72,1000,4315405864,4315405864,4315405864,7246421,2000,2000,2000,4315405864,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,72,3500,4315409364,4315409364,4315409364,7249921,5500,3500,3500,4315409364,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,72,5000,4315414364,4315414364,4315414364,7254921,10500,12772,5000,4315414364,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,72,7772,4315422136,4315422136,4315422136,7262693,18272,12772,12772,4315422136,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,322,SMALL POWER TOOLS AND HAND TOOLS    0322,10,72,10000,4315432136,4315432136,4315432136,7272693,28272,10000,10000,4315432136,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,323,PLUMBING/AIR CONDITIONING/SPACE HTG 0323,10,72,14652,4315446788,4315446788,4315446788,7287345,42924,14652,14652,4315446788,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,324,"PRECISION, PHOTOGRAPHIC AND ARTISTS 0324",10,72,500,4315447288,4315447288,4315447288,7287845,43424,500,500,4315447288,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,72,37,4315447325,4315447325,4315447325,7287882,43461,5537,37,4315447325,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,72,5500,4315452825,4315452825,4315452825,7293382,48961,5537,5537,4315452825,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,72,7500,4315460325,4315460325,4315460325,7300882,7500,20500,7500,4315460325,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,72,13000,4315473325,4315473325,4315473325,7313882,20500,20500,20500,4315473325,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,72,32000,4315505325,4315505325,4315505325,7345882,52500,32000,32000,4315505325,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",517,CONTRIBUTIONS-GOV & NON-PROF NOT ED 0517,10,72,850000,4316355325,4316355325,4316355325,8195882,850000,850000,850000,4316355325,010 GENERAL OPERATING FD,72 PLANNING & DEVELOPMENT
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,73,1432869,4317788194,4317788194,4317788194,1432869,1432869,4484481,1432869,4317788194,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,73,3051612,4320839806,4320839806,4320839806,4484481,4484481,4484481,4484481,4320839806,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,73,18000,4320857806,4320857806,4320857806,4502481,4502481,60000,18000,4320857806,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,73,42000,4320899806,4320899806,4320899806,4544481,4544481,60000,60000,4320899806,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,121,TEMPORARY/SEASONAL                  0121,10,73,5817,4320905623,4320905623,4320905623,4550298,4550298,447817,5817,4320905623,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,121,TEMPORARY/SEASONAL                  0121,10,73,442000,4321347623,4321347623,4321347623,4992298,4992298,447817,447817,4321347623,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,73,67000,4321414623,4321414623,4321414623,5059298,5059298,841419,67000,4321414623,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,73,774419,4322189042,4322189042,4322189042,5833717,5833717,841419,841419,4322189042,010 GENERAL OPERATING FD,73 CITY COMMISSIONERS
