"FY","FM","Char","Character Title","Sub-obj","Sub-object Title","Fund","Dept","Original Appn Balance","Total  (Original Appn Balance) No.8","Total  (Original Appn Balance) No.7","Total  (Original Appn Balance) No.6","Total  (Original Appn Balance) No.5","Total  (Original Appn Balance) No.4","Total  (Original Appn Balance) No.3","Total  (Original Appn Balance) No.2","Total  (Original Appn Balance) No.1","Fund Title","Department Title"
2017,1,"04","04 EQUIPMENT","0418","JANITORIAL AND LAUNDRY              0418","010","36",220.00,3556451327.00,3556451327.00,3556451327.00,30068974.00,15220.00,220,220.00,3556451327.00,"010 GENERAL OPERATING FD","36 REVENUE"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","36",50000.00,3556501327.00,3556501327.00,3556501327.00,30118974.00,65220.00,50000,50000.00,3556501327.00,"010 GENERAL OPERATING FD","36 REVENUE"
2017,1,"04","04 EQUIPMENT","0423","PLUMBING/AIR CONDITIONING/SPACE HTG 0423","010","36",200.00,3556501527.00,3556501527.00,3556501527.00,30119174.00,65420.00,200,200.00,3556501527.00,"010 GENERAL OPERATING FD","36 REVENUE"
2017,1,"04","04 EQUIPMENT","0424","PRECISION, PHOTOGRAPHIC AND ARTIST  0424","010","36",1250.00,3556502777.00,3556502777.00,3556502777.00,30120424.00,66670.00,1250,1250.00,3556502777.00,"010 GENERAL OPERATING FD","36 REVENUE"
2017,1,"04","04 EQUIPMENT","0427","COMPUTER EQUIPMENT & PERIPHERALS    0427","010","36",3600.00,3556506377.00,3556506377.00,3556506377.00,30124024.00,70270.00,3600,3600.00,3556506377.00,"010 GENERAL OPERATING FD","36 REVENUE"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","36",79815.00,3556586192.00,3556586192.00,3556586192.00,30203839.00,150085.00,79815,79815.00,3556586192.00,"010 GENERAL OPERATING FD","36 REVENUE"
2017,1,"02","02 PURCHASE OF SERVICES","0281","LEASE PAYMENTS-PHILA MUNICIPAL AUTH 0281","010","37",26184743.00,3582770935.00,3582770935.00,3582770935.00,26184743.00,26184743.00,26184743,26184743.00,3582770935.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"02","02 PURCHASE OF SERVICES","0285","RENTS                               0285","010","37",95204872.00,3677975807.00,3677975807.00,3677975807.00,121389615.00,121389615.00,95204872,95204872.00,3677975807.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"07","07 DEBT SERVICE","0701","INTEREST ON CITY DEBT -- LONG-TERM  0701","010","37",86835744.00,3764811551.00,3764811551.00,3764811551.00,208225359.00,86835744.00,86835744,86835744.00,3764811551.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"07","07 DEBT SERVICE","0702","PRINCIPAL PAYMENTS ON CITY DEBT-L/T 0702","010","37",59175000.00,3823986551.00,3823986551.00,3823986551.00,267400359.00,146010744.00,59175000,59175000.00,3823986551.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"07","07 DEBT SERVICE","0703","INTEREST ON CITY DEBT - SHORT-TERM  0703","010","37",4500000.00,3828486551.00,3828486551.00,3828486551.00,271900359.00,150510744.00,4500000,4500000.00,3828486551.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"07","07 DEBT SERVICE","0704","SINKING FUND RESERVE PAYMENT        0704","010","37",1195734.00,3829682285.00,3829682285.00,3829682285.00,273096093.00,151706478.00,1195734,1195734.00,3829682285.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"07","07 DEBT SERVICE","0705","COMMITMENT FEE EXPENSE              0705","010","37",2143641.00,3831825926.00,3831825926.00,3831825926.00,275239734.00,153850119.00,2143641,2143641.00,3831825926.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"07","07 DEBT SERVICE","0706","ARBITRAGE PAYMENTS                  0706","010","37",100000.00,3831925926.00,3831925926.00,3831925926.00,275339734.00,153950119.00,100000,100000.00,3831925926.00,"010 GENERAL OPERATING FD","37 SINKING FUND COMMISSION"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","38",2474399.00,3834400325.00,3834400325.00,3834400325.00,2474399.00,2474399.00,2474399,2474399.00,3834400325.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"01","01 PERSONAL SERVICES","0121","TEMPORARY/SEASONAL                  0121","010","38",25000.00,3834425325.00,3834425325.00,3834425325.00,2499399.00,2499399.00,25000,25000.00,3834425325.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","38",5000.00,3834430325.00,3834430325.00,3834430325.00,2504399.00,2504399.00,5000,5000.00,3834430325.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0210","POSTAGE                             0210","010","38",4000.00,3834434325.00,3834434325.00,3834434325.00,2508399.00,4000.00,4000,4000.00,3834434325.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","38",6000.00,3834440325.00,3834440325.00,3834440325.00,2514399.00,10000.00,6000,6000.00,3834440325.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0240","ADVERTISING/PROMOTIONAL ACTIVITIES  0240","010","38",2194662.00,3836634987.00,3836634987.00,3836634987.00,4709061.00,2204662.00,2194662,2194662.00,3836634987.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","38",13500.00,3836648487.00,3836648487.00,3836648487.00,4722561.00,2218162.00,13500,13500.00,3836648487.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0251","INFORMATION TECHNOLOGY-PROF SERVICE 0251","010","38",19000.00,3836667487.00,3836667487.00,3836667487.00,4741561.00,2237162.00,19000,19000.00,3836667487.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0255","DUES                                0255","010","38",40025.00,3836707512.00,3836707512.00,3836707512.00,4781586.00,2277187.00,40025,40025.00,3836707512.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","38",16580.00,3836724092.00,3836724092.00,3836724092.00,4798166.00,2293767.00,16580,16580.00,3836724092.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0258","COURT REPORTERS                     0258","010","38",300.00,3836724392.00,3836724392.00,3836724392.00,4798466.00,2294067.00,300,300.00,3836724392.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","38",5000.00,3836729392.00,3836729392.00,3836729392.00,4803466.00,2299067.00,5000,5000.00,3836729392.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"02","02 PURCHASE OF SERVICES","0285","RENTS                               0285","010","38",17200.00,3836746592.00,3836746592.00,3836746592.00,4820666.00,2316267.00,17200,17200.00,3836746592.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","38",3000.00,3836749592.00,3836749592.00,3836749592.00,4823666.00,3000.00,3000,3000.00,3836749592.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","38",20000.00,3836769592.00,3836769592.00,3836769592.00,4843666.00,23000.00,20000,20000.00,3836769592.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","38",5605.00,3836775197.00,3836775197.00,3836775197.00,4849271.00,28605.00,5605,5605.00,3836775197.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","38",4983.00,3836780180.00,3836780180.00,3836780180.00,4854254.00,33588.00,4983,4983.00,3836780180.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","38",13466.00,3836793646.00,3836793646.00,3836793646.00,4867720.00,13466.00,13466,13466.00,3836793646.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","38",2000.00,3836795646.00,3836795646.00,3836795646.00,4869720.00,15466.00,2000,2000.00,3836795646.00,"010 GENERAL OPERATING FD","38 PROCUREMENT"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","40",1040058.00,3837835704.00,3837835704.00,3837835704.00,1040058.00,1040058.00,1040058,1040058.00,3837835704.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0210","POSTAGE                             0210","010","40",1085.00,3837836789.00,3837836789.00,3837836789.00,1041143.00,1085.00,1085,1085.00,3837836789.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","40",434.00,3837837223.00,3837837223.00,3837837223.00,1041577.00,1519.00,434,434.00,3837837223.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","40",103575.00,3837940798.00,3837940798.00,3837940798.00,1145152.00,105094.00,103575,103575.00,3837940798.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0255","DUES                                0255","010","40",1500.00,3837942298.00,3837942298.00,3837942298.00,1146652.00,106594.00,1500,1500.00,3837942298.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","40",3500.00,3837945798.00,3837945798.00,3837945798.00,1150152.00,110094.00,3500,3500.00,3837945798.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","40",4200.00,3837949998.00,3837949998.00,3837949998.00,1154352.00,114294.00,4200,4200.00,3837949998.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"02","02 PURCHASE OF SERVICES","0285","RENTS                               0285","010","40",4150.00,3837954148.00,3837954148.00,3837954148.00,1158502.00,118444.00,4150,4150.00,3837954148.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","40",1022.00,3837955170.00,3837955170.00,3837955170.00,1159524.00,1022.00,1022,1022.00,3837955170.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","40",6200.00,3837961370.00,3837961370.00,3837961370.00,1165724.00,7222.00,6200,6200.00,3837961370.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","40",1000.00,3837962370.00,3837962370.00,3837962370.00,1166724.00,8222.00,1000,1000.00,3837962370.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","40",13002.00,3837975372.00,3837975372.00,3837975372.00,1179726.00,21224.00,13002,13002.00,3837975372.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","40",1000.00,3837976372.00,3837976372.00,3837976372.00,1180726.00,1000.00,1000,1000.00,3837976372.00,"010 GENERAL OPERATING FD","40 CITY TREASURER"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","41",589381.00,3838565753.00,3838565753.00,3838565753.00,589381.00,589381.00,589381,589381.00,3838565753.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0209","TELEPHONE                           0209","010","41",3628.00,3838569381.00,3838569381.00,3838569381.00,593009.00,3628.00,3628,3628.00,3838569381.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","41",8000.00,3838577381.00,3838577381.00,3838577381.00,601009.00,11628.00,8000,8000.00,3838577381.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0230","MEALS-NON-TRAVEL & OFFICL ENTERTAIN 0230","010","41",2100.00,3838579481.00,3838579481.00,3838579481.00,603109.00,13728.00,2100,2100.00,3838579481.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","41",448130.00,3839027611.00,3839027611.00,3839027611.00,1051239.00,461858.00,448130,448130.00,3839027611.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0255","DUES                                0255","010","41",1000.00,3839028611.00,3839028611.00,3839028611.00,1052239.00,462858.00,1000,1000.00,3839028611.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","41",6372.00,3839034983.00,3839034983.00,3839034983.00,1058611.00,469230.00,6372,6372.00,3839034983.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","41",5000.00,3839039983.00,3839039983.00,3839039983.00,1063611.00,474230.00,5000,5000.00,3839039983.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"02","02 PURCHASE OF SERVICES","0285","RENTS                               0285","010","41",7500.00,3839047483.00,3839047483.00,3839047483.00,1071111.00,481730.00,7500,7500.00,3839047483.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","41",31000.00,3839078483.00,3839078483.00,3839078483.00,1102111.00,31000.00,31000,31000.00,3839078483.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","41",6000.00,3839084483.00,3839084483.00,3839084483.00,1108111.00,37000.00,6000,6000.00,3839084483.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","41",8000.00,3839092483.00,3839092483.00,3839092483.00,1116111.00,45000.00,8000,8000.00,3839092483.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","41",3000.00,3839095483.00,3839095483.00,3839095483.00,1119111.00,48000.00,3000,3000.00,3839095483.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"04","04 EQUIPMENT","0424","PRECISION, PHOTOGRAPHIC AND ARTIST  0424","010","41",6000.00,3839101483.00,3839101483.00,3839101483.00,1125111.00,6000.00,6000,6000.00,3839101483.00,"010 GENERAL OPERATING FD","41 CITY REPRESENTATIVE"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","42",33911.00,3839135394.00,3839135394.00,3839135394.00,33911.00,33911.00,33911,33911.00,3839135394.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","42",2072302.00,3841207696.00,3841207696.00,3841207696.00,2106213.00,2106213.00,2072302,2072302.00,3841207696.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","42",1352.00,3841209048.00,3841209048.00,3841209048.00,2107565.00,2107565.00,1352,1352.00,3841209048.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","42",1185.00,3841210233.00,3841210233.00,3841210233.00,2108750.00,1185.00,1185,1185.00,3841210233.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0230","MEALS-NON-TRAVEL & OFFICL ENTERTAIN 0230","010","42",30.00,3841210263.00,3841210263.00,3841210263.00,2108780.00,1215.00,30,30.00,3841210263.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","42",2159000.00,3843369263.00,3843369263.00,3843369263.00,4267780.00,2160215.00,5513448,2159000.00,3843369263.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","42",3354448.00,3846723711.00,3846723711.00,3846723711.00,7622228.00,5514663.00,5513448,5513448.00,3846723711.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","42",325.00,3846724036.00,3846724036.00,3846724036.00,7622553.00,5514988.00,325,325.00,3846724036.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0285","RENTS                               0285","010","42",15014691.00,3861738727.00,3861738727.00,3861738727.00,22637244.00,20529679.00,15014691,15014691.00,3861738727.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"02","02 PURCHASE OF SERVICES","0295","PURCHASE SERVICES-IMPREST ADVANCES  0295","010","42",250.00,3861738977.00,3861738977.00,3861738977.00,22637494.00,20529929.00,250,250.00,3861738977.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","42",1702.00,3861740679.00,3861740679.00,3861740679.00,22639196.00,1702.00,1702,1702.00,3861740679.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0310","ELECTRICAL AND COMMUNICATION        0310","010","42",66.00,3861740745.00,3861740745.00,3861740745.00,22639262.00,1768.00,66,66.00,3861740745.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","42",6500.00,3861747245.00,3861747245.00,3861747245.00,22645762.00,8268.00,6500,6500.00,3861747245.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","42",16433.00,3861763678.00,3861763678.00,3861763678.00,22662195.00,24701.00,16433,16433.00,3861763678.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","42",1953.00,3861765631.00,3861765631.00,3861765631.00,22664148.00,26654.00,1953,1953.00,3861765631.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"05","05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES","0517","CONTRIBUTIONS-GOV & NON-PROF NOT ED 0517","010","42",500000.00,3862265631.00,3862265631.00,3862265631.00,23164148.00,500000.00,500000,500000.00,3862265631.00,"010 GENERAL OPERATING FD","42 COMMERCE"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","44",218166.00,3862483797.00,3862483797.00,3862483797.00,218166.00,218166.00,218166,218166.00,3862483797.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","44",7625839.00,3870109636.00,3870109636.00,3870109636.00,7844005.00,7844005.00,7625839,7625839.00,3870109636.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","44",75000.00,3870184636.00,3870184636.00,3870184636.00,7919005.00,7919005.00,75000,75000.00,3870184636.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"01","01 PERSONAL SERVICES","0121","TEMPORARY/SEASONAL                  0121","010","44",10000.00,3870194636.00,3870194636.00,3870194636.00,7929005.00,7929005.00,10000,10000.00,3870194636.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","44",5000.00,3870199636.00,3870199636.00,3870199636.00,7934005.00,7934005.00,5000,5000.00,3870199636.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0209","TELEPHONE                           0209","010","44",200.00,3870199836.00,3870199836.00,3870199836.00,7934205.00,200.00,200,200.00,3870199836.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0210","POSTAGE                             0210","010","44",2000.00,3870201836.00,3870201836.00,3870201836.00,7936205.00,2200.00,2000,2000.00,3870201836.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","44",17300.00,3870219136.00,3870219136.00,3870219136.00,7953505.00,19500.00,17300,17300.00,3870219136.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0216","COMMERCIAL OFF-SHELF COMP SOFTWARE  0216","010","44",3000.00,3870222136.00,3870222136.00,3870222136.00,7956505.00,22500.00,3000,3000.00,3870222136.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","44",2354695.00,3872576831.00,3872576831.00,3872576831.00,10311200.00,2377195.00,2354695,2354695.00,3872576831.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0251","INFORMATION TECHNOLOGY-PROF SERVICE 0251","010","44",160000.00,3872736831.00,3872736831.00,3872736831.00,10471200.00,2537195.00,160000,160000.00,3872736831.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0253","LEGAL SERVICES                      0253","010","44",4799488.00,3877536319.00,3877536319.00,3877536319.00,15270688.00,7336683.00,4799488,4799488.00,3877536319.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0255","DUES                                0255","010","44",40000.00,3877576319.00,3877576319.00,3877576319.00,15310688.00,7376683.00,40000,40000.00,3877576319.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","44",20000.00,3877596319.00,3877596319.00,3877596319.00,15330688.00,7396683.00,20000,20000.00,3877596319.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0257","ARCHITECTURAL & ENGINEERING SRVCS   0257","010","44",250000.00,3877846319.00,3877846319.00,3877846319.00,15580688.00,7646683.00,250000,250000.00,3877846319.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0258","COURT REPORTERS                     0258","010","44",425000.00,3878271319.00,3878271319.00,3878271319.00,16005688.00,8071683.00,425000,425000.00,3878271319.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0259","ARBITRATION FEES                    0259","010","44",225000.00,3878496319.00,3878496319.00,3878496319.00,16230688.00,8296683.00,225000,225000.00,3878496319.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","44",14748.00,3878511067.00,3878511067.00,3878511067.00,16245436.00,8311431.00,14748,14748.00,3878511067.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0266","MAINT/SUPPORT-COMPUTR HARDWARE/SOFT 0266","010","44",1478.00,3878512545.00,3878512545.00,3878512545.00,16246914.00,8312909.00,1478,1478.00,3878512545.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0277","WITNESS FEES                        0277","010","44",8125.00,3878520670.00,3878520670.00,3878520670.00,16255039.00,8321034.00,8125,8125.00,3878520670.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"02","02 PURCHASE OF SERVICES","0285","RENTS                               0285","010","44",89000.00,3878609670.00,3878609670.00,3878609670.00,16344039.00,8410034.00,89000,89000.00,3878609670.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","44",130000.00,3878739670.00,3878739670.00,3878739670.00,16474039.00,130000.00,130000,130000.00,3878739670.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"03","03 MATERIALS AND SUPPLIES","0310","ELECTRICAL AND COMMUNICATION        0310","010","44",70.00,3878739740.00,3878739740.00,3878739740.00,16474109.00,130070.00,70,70.00,3878739740.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"03","03 MATERIALS AND SUPPLIES","0318","JANITORIAL, LAUNDRY AND HOUSEHOLD   0318","010","44",185.00,3878739925.00,3878739925.00,3878739925.00,16474294.00,130255.00,185,185.00,3878739925.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","44",45000.00,3878784925.00,3878784925.00,3878784925.00,16519294.00,175255.00,45000,45000.00,3878784925.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","44",21930.00,3878806855.00,3878806855.00,3878806855.00,16541224.00,197185.00,21930,21930.00,3878806855.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","44",14000.00,3878820855.00,3878820855.00,3878820855.00,16555224.00,211185.00,14000,14000.00,3878820855.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","44",32491.00,3878853346.00,3878853346.00,3878853346.00,16587715.00,32491.00,32491,32491.00,3878853346.00,"010 GENERAL OPERATING FD","44 LAW"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","44",5000.00,3878858346.00,3878858346.00,3878858346.00,16592715.00,37491.00,5000,5000.00,3878858346.00,"010 GENERAL OPERATING FD","44 LAW"
