fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2016,General Fund,Office of Sustainability,3,Materials and Supplies,399,Other Materials and Supplies (noc),627
2016,General Fund,Office of Sustainability,4,Equipment,427,Computer Equipment & Peripherals,1362
2016,General Fund,Office of Sustainability,4,Equipment,430,Furniture and Furnishings,514
2016,General Fund,Office of Sustainability,4,Equipment,499,Other Equipment (noc),2044
2016,General Fund,Mural Arts Program,1,Personal Services,101,Perm Full Time-civilian,485020
2016,General Fund,Mural Arts Program,1,Personal Services,161,Overtime Civilian,5381
2016,General Fund,Mural Arts Program,2,Purchase of Services,250,Professional Consult/spec Services,1155615
2016,General Fund,City Planning Commission,1,Personal Services,100,Salary Control,66539
2016,General Fund,City Planning Commission,1,Personal Services,101,Perm Full Time-civilian,2239995
2016,General Fund,City Planning Commission,1,Personal Services,131,Board,3000
2016,General Fund,City Planning Commission,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,200
2016,General Fund,City Planning Commission,2,Purchase of Services,210,Postage,500
2016,General Fund,City Planning Commission,2,Purchase of Services,211,Transportation,15000
2016,General Fund,City Planning Commission,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,4000
2016,General Fund,City Planning Commission,2,Purchase of Services,250,Professional Consult/spec Services,85000
2016,General Fund,City Planning Commission,2,Purchase of Services,255,Dues,2500
2016,General Fund,City Planning Commission,2,Purchase of Services,256,Seminar and Training Sessions,16392
2016,General Fund,City Planning Commission,2,Purchase of Services,258,Court Reporters,1000
2016,General Fund,City Planning Commission,2,Purchase of Services,285,Rents,30000
2016,General Fund,City Planning Commission,3,Materials and Supplies,304,Books and Other Publications,1000
2016,General Fund,City Planning Commission,3,Materials and Supplies,320,Office Materials and Supplies,7500
2016,General Fund,City Planning Commission,3,Materials and Supplies,324,"Precision, Photographic and Artists",8824
2016,General Fund,City Planning Commission,3,Materials and Supplies,325,Printing,8328
2016,General Fund,City Planning Commission,4,Equipment,427,Computer Equipment & Peripherals,15000
2016,General Fund,Free Library,1,Personal Services,100,Salary Control,356573
2016,General Fund,Free Library,1,Personal Services,101,Perm Full Time-civilian,30996704
2016,General Fund,Free Library,1,Personal Services,111,Perm Part Time,1284511
2016,General Fund,Free Library,1,Personal Services,121,Temporary Seasonal,1555315
2016,General Fund,Free Library,1,Personal Services,161,Overtime Civilian,1219125
2016,General Fund,Free Library,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",9078
2016,General Fund,Free Library,1,Personal Services,181,Shift,52946
2016,General Fund,Free Library,2,Purchase of Services,201,Cleaning and Laundering,17911
2016,General Fund,Free Library,2,Purchase of Services,202,Janitorial Services,2155
2016,General Fund,Free Library,2,Purchase of Services,209,Telephone,1067570
2016,General Fund,Free Library,2,Purchase of Services,211,Transportation,4943
2016,General Fund,Free Library,2,Purchase of Services,216,Commercial Off-shelf Comp Software,46317
2016,General Fund,Free Library,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,19177
2016,General Fund,Free Library,2,Purchase of Services,250,Professional Consult/spec Services,219805
2016,General Fund,Free Library,2,Purchase of Services,255,Dues,1250
2016,General Fund,Free Library,2,Purchase of Services,256,Seminar and Training Sessions,885
2016,General Fund,Free Library,2,Purchase of Services,260,Repair and Maintenance Charges,642372
2016,General Fund,Free Library,2,Purchase of Services,266,Maint/support-computr Hardware/soft,284862
2016,General Fund,Free Library,2,Purchase of Services,285,Rents,16830
2016,General Fund,Free Library,3,Materials and Supplies,305,Building and Construction,30008
2016,General Fund,Free Library,3,Materials and Supplies,306,Library Materials,2001589
2016,General Fund,Free Library,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,7093
2016,General Fund,Free Library,3,Materials and Supplies,310,Electrical and Communication,12400
2016,General Fund,Free Library,3,Materials and Supplies,316,General Hardware and Minor Tools,14418
2016,General Fund,Free Library,3,Materials and Supplies,317,Hospital and Laboratory,4340
2016,General Fund,Free Library,3,Materials and Supplies,318,"Janitorial, Laundry and Household",61294
2016,General Fund,Free Library,3,Materials and Supplies,320,Office Materials and Supplies,81278
2016,Water Fund,Water,1,Personal Services,161,Overtime Civilian,13171100
2016,General Fund,Free Library,3,Materials and Supplies,324,"Precision, Photographic and Artists",10855
2016,General Fund,Free Library,3,Materials and Supplies,325,Printing,16340
2016,General Fund,Free Library,4,Equipment,411,General Equipment and Machinery,12860
2016,General Fund,Free Library,4,Equipment,418,Janitorial and Laundry,1712
2016,General Fund,Free Library,4,Equipment,420,Office Equipment,7231
2016,General Fund,Free Library,4,Equipment,423,Plumbing/air Conditioning/space Htg,1415
2016,General Fund,Free Library,4,Equipment,427,Computer Equipment & Peripherals,20892
2016,General Fund,Free Library,4,Equipment,430,Furniture and Furnishings,18934
2016,General Fund,Human Relations Commission,1,Personal Services,100,Salary Control,70000
2016,General Fund,Human Relations Commission,1,Personal Services,101,Perm Full Time-civilian,1979408
2016,General Fund,Human Relations Commission,1,Personal Services,131,Board,50000
2016,General Fund,Human Relations Commission,2,Purchase of Services,209,Telephone,1500
2016,General Fund,Human Relations Commission,2,Purchase of Services,210,Postage,50
2016,General Fund,Human Relations Commission,2,Purchase of Services,211,Transportation,3250
2016,General Fund,Human Relations Commission,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,500
2016,General Fund,Human Relations Commission,2,Purchase of Services,250,Professional Consult/spec Services,3500
2016,General Fund,Human Relations Commission,2,Purchase of Services,255,Dues,1000
2016,General Fund,Human Relations Commission,2,Purchase of Services,256,Seminar and Training Sessions,4357
2016,General Fund,Human Relations Commission,2,Purchase of Services,258,Court Reporters,15500
2016,General Fund,Human Relations Commission,2,Purchase of Services,260,Repair and Maintenance Charges,5000
2016,General Fund,Human Relations Commission,3,Materials and Supplies,304,Books and Other Publications,1000
2016,General Fund,Human Relations Commission,3,Materials and Supplies,320,Office Materials and Supplies,10731
2016,General Fund,Human Relations Commission,3,Materials and Supplies,325,Printing,1000
2016,General Fund,Human Relations Commission,4,Equipment,420,Office Equipment,300
2016,General Fund,Civil Service Commission,1,Personal Services,101,Perm Full Time-civilian,98918
2016,General Fund,Civil Service Commission,1,Personal Services,131,Board,48425
2016,General Fund,Civil Service Commission,2,Purchase of Services,250,Professional Consult/spec Services,29500
2016,General Fund,Civil Service Commission,3,Materials and Supplies,320,Office Materials and Supplies,375
2016,General Fund,Civil Service Commission,3,Materials and Supplies,325,Printing,125
2016,General Fund,Civil Service Commission,4,Equipment,427,Computer Equipment & Peripherals,594
2016,General Fund,Office of Human Resources,1,Personal Services,100,Salary Control,79576
2016,General Fund,Office of Human Resources,1,Personal Services,101,Perm Full Time-civilian,5164745
2016,General Fund,Office of Human Resources,1,Personal Services,121,Temporary Seasonal,110000
2016,General Fund,Office of Human Resources,1,Personal Services,161,Overtime Civilian,45300
2016,General Fund,Office of Human Resources,2,Purchase of Services,210,Postage,25000
2016,General Fund,Office of Human Resources,2,Purchase of Services,211,Transportation,237800
2016,General Fund,Office of Human Resources,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,5000
2016,General Fund,Office of Human Resources,2,Purchase of Services,240,Advertising/promotional Activities,13000
2016,General Fund,Office of Human Resources,2,Purchase of Services,250,Professional Consult/spec Services,570275
2016,General Fund,Office of Human Resources,2,Purchase of Services,255,Dues,22860
2016,General Fund,Office of Human Resources,2,Purchase of Services,256,Seminar and Training Sessions,30500
2016,General Fund,Office of Human Resources,2,Purchase of Services,260,Repair and Maintenance Charges,15700
2016,General Fund,Office of Human Resources,2,Purchase of Services,285,Rents,43330
2016,General Fund,Office of Human Resources,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),605
2016,General Fund,Office of Human Resources,3,Materials and Supplies,304,Books and Other Publications,14352
2016,General Fund,Office of Human Resources,3,Materials and Supplies,307,Chemicals and Gases,500
2016,General Fund,Office of Human Resources,3,Materials and Supplies,317,Hospital and Laboratory,18500
2016,General Fund,Office of Human Resources,3,Materials and Supplies,320,Office Materials and Supplies,19600
2016,General Fund,Office of Human Resources,3,Materials and Supplies,324,"Precision, Photographic and Artists",5330
2016,General Fund,Office of Human Resources,3,Materials and Supplies,325,Printing,7300
2016,General Fund,Office of Human Resources,4,Equipment,420,Office Equipment,4350
2016,General Fund,Office of Arts and Culture,1,Personal Services,101,Perm Full Time-civilian,312767
2016,General Fund,Office of Arts and Culture,2,Purchase of Services,210,Postage,334
2016,General Fund,Office of Arts and Culture,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1504
2016,General Fund,Office of Arts and Culture,2,Purchase of Services,250,Professional Consult/spec Services,479400
2016,General Fund,Office of Arts and Culture,2,Purchase of Services,255,Dues,400
2016,General Fund,Office of Arts and Culture,2,Purchase of Services,260,Repair and Maintenance Charges,762
2016,General Fund,Office of Arts and Culture,3,Materials and Supplies,320,Office Materials and Supplies,7000
2016,General Fund,Office of Arts and Culture,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,230688
2016,General Fund,Office of Arts and Culture,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,3140000
2016,General Fund,Office of Property Assessment,1,Personal Services,100,Salary Control,50000
2016,General Fund,Office of Property Assessment,1,Personal Services,101,Perm Full Time-civilian,10274420
2016,General Fund,Office of Property Assessment,1,Personal Services,121,Temporary Seasonal,50000
2016,General Fund,Office of Property Assessment,1,Personal Services,161,Overtime Civilian,50000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,5000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,210,Postage,174248
2016,General Fund,Office of Property Assessment,2,Purchase of Services,211,Transportation,20000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,240,Advertising/promotional Activities,500
2016,General Fund,Office of Property Assessment,2,Purchase of Services,250,Professional Consult/spec Services,1723378
2016,General Fund,Office of Property Assessment,2,Purchase of Services,251,Information Technology-prof Service,15000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,255,Dues,45000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,256,Seminar and Training Sessions,50000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,258,Court Reporters,10000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,260,Repair and Maintenance Charges,25000
2016,General Fund,Office of Property Assessment,2,Purchase of Services,284,Ground and Building Rental,10000
2016,General Fund,Office of Property Assessment,3,Materials and Supplies,304,Books and Other Publications,16000
2016,General Fund,Office of Property Assessment,3,Materials and Supplies,313,Food,100
2016,General Fund,Office of Property Assessment,3,Materials and Supplies,316,General Hardware and Minor Tools,100
2016,General Fund,Office of Property Assessment,3,Materials and Supplies,320,Office Materials and Supplies,53000
2016,General Fund,Office of Property Assessment,3,Materials and Supplies,324,"Precision, Photographic and Artists",66068
2016,General Fund,Office of Property Assessment,3,Materials and Supplies,325,Printing,581332
2016,General Fund,Office of Property Assessment,4,Equipment,420,Office Equipment,16000
2016,General Fund,Office of Property Assessment,4,Equipment,430,Furniture and Furnishings,50000
2016,General Fund,City Controller,1,Personal Services,100,Salary Control,15000
2016,General Fund,City Controller,1,Personal Services,101,Perm Full Time-civilian,7624840
2016,General Fund,City Controller,1,Personal Services,111,Perm Part Time,24960
2016,General Fund,City Controller,1,Personal Services,121,Temporary Seasonal,25000
2016,General Fund,City Controller,1,Personal Services,161,Overtime Civilian,50000
2016,General Fund,City Controller,1,Personal Services,181,Shift,33085
2016,General Fund,City Controller,2,Purchase of Services,210,Postage,500
2016,General Fund,City Controller,2,Purchase of Services,211,Transportation,1600
2016,General Fund,City Controller,2,Purchase of Services,215,Licenses Permits Inspection Charges,206
2016,General Fund,City Controller,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1050
2016,General Fund,City Controller,2,Purchase of Services,250,Professional Consult/spec Services,136000
2016,General Fund,City Controller,2,Purchase of Services,251,Information Technology-prof Service,76000
2016,General Fund,City Controller,2,Purchase of Services,252,Accounting and Auditing Services,229094
2016,General Fund,City Controller,2,Purchase of Services,255,Dues,7000
2016,General Fund,City Controller,2,Purchase of Services,256,Seminar and Training Sessions,33000
2016,General Fund,City Controller,2,Purchase of Services,266,Maint/support-computr Hardware/soft,13000
2016,General Fund,City Controller,3,Materials and Supplies,320,Office Materials and Supplies,15000
2016,General Fund,City Controller,4,Equipment,420,Office Equipment,10000
2016,General Fund,Board of Revision of Taxes,1,Personal Services,101,Perm Full Time-civilian,792747
2016,General Fund,Board of Revision of Taxes,1,Personal Services,121,Temporary Seasonal,26880
2016,General Fund,Board of Revision of Taxes,2,Purchase of Services,240,Advertising/promotional Activities,100
2016,General Fund,Board of Revision of Taxes,2,Purchase of Services,258,Court Reporters,11860
2016,General Fund,Board of Revision of Taxes,2,Purchase of Services,260,Repair and Maintenance Charges,3200
2016,General Fund,Board of Revision of Taxes,2,Purchase of Services,286,Rental of Parking Spaces,5040
2016,General Fund,Board of Revision of Taxes,3,Materials and Supplies,304,Books and Other Publications,1000
2016,General Fund,Board of Revision of Taxes,3,Materials and Supplies,320,Office Materials and Supplies,5727
2016,General Fund,Board of Revision of Taxes,3,Materials and Supplies,324,"Precision, Photographic and Artists",1000
2016,General Fund,Board of Revision of Taxes,3,Materials and Supplies,325,Printing,1000
2016,General Fund,Board of Revision of Taxes,4,Equipment,420,Office Equipment,5000
2016,General Fund,Board of Revision of Taxes,4,Equipment,427,Computer Equipment & Peripherals,1000
2016,General Fund,Board of Revision of Taxes,4,Equipment,430,Furniture and Furnishings,1000
2016,General Fund,Register of Wills,1,Personal Services,100,Salary Control,20000
2016,General Fund,Register of Wills,1,Personal Services,101,Perm Full Time-civilian,3238934
2016,General Fund,Register of Wills,1,Personal Services,111,Perm Part Time,109065
2016,General Fund,Register of Wills,1,Personal Services,121,Temporary Seasonal,45500
2016,General Fund,Register of Wills,2,Purchase of Services,209,Telephone,450
2016,General Fund,Register of Wills,2,Purchase of Services,210,Postage,15300
2016,General Fund,Register of Wills,2,Purchase of Services,211,Transportation,1800
2016,General Fund,Register of Wills,2,Purchase of Services,251,Information Technology-prof Service,2558
2016,General Fund,Register of Wills,2,Purchase of Services,260,Repair and Maintenance Charges,50369
2016,General Fund,Register of Wills,2,Purchase of Services,285,Rents,5009
2016,General Fund,Register of Wills,3,Materials and Supplies,320,Office Materials and Supplies,18000
2016,General Fund,Register of Wills,3,Materials and Supplies,325,Printing,5850
2016,General Fund,Register of Wills,4,Equipment,420,Office Equipment,900
2016,General Fund,Register of Wills,4,Equipment,427,Computer Equipment & Peripherals,8460
2016,General Fund,District Attorney,1,Personal Services,100,Salary Control,319000
2016,General Fund,District Attorney,1,Personal Services,101,Perm Full Time-civilian,29331607
2016,General Fund,District Attorney,1,Personal Services,105,Perm Full Time-uniform,2215631
2016,General Fund,District Attorney,1,Personal Services,109,Plus/minus Gross Adj,75000
2016,General Fund,District Attorney,1,Personal Services,110,Uniform Stress Pay,158000
2016,General Fund,District Attorney,1,Personal Services,111,Perm Part Time,81283
2016,General Fund,District Attorney,1,Personal Services,121,Temporary Seasonal,30000
2016,General Fund,District Attorney,1,Personal Services,161,Overtime Civilian,3000
2016,General Fund,District Attorney,1,Personal Services,165,Overtime Shift Uniform,155000
2016,General Fund,District Attorney,1,Personal Services,175,Holiday Pay-annual,121500
2016,General Fund,District Attorney,2,Purchase of Services,201,Cleaning and Laundering,23000
2016,General Fund,District Attorney,2,Purchase of Services,209,Telephone,20000
2016,General Fund,District Attorney,2,Purchase of Services,210,Postage,110000
2016,General Fund,District Attorney,2,Purchase of Services,211,Transportation,128250
2016,General Fund,District Attorney,2,Purchase of Services,216,Commercial Off-shelf Comp Software,130000
2016,General Fund,District Attorney,2,Purchase of Services,231,Overtime Meals,2500
2016,General Fund,District Attorney,2,Purchase of Services,240,Advertising/promotional Activities,1000
2016,General Fund,District Attorney,2,Purchase of Services,250,Professional Consult/spec Services,1734466
2016,General Fund,District Attorney,2,Purchase of Services,255,Dues,5000
2016,General Fund,District Attorney,2,Purchase of Services,256,Seminar and Training Sessions,6032
2016,General Fund,District Attorney,2,Purchase of Services,260,Repair and Maintenance Charges,75000
2016,General Fund,District Attorney,2,Purchase of Services,266,Maint/support-computr Hardware/soft,117000
2016,General Fund,District Attorney,2,Purchase of Services,285,Rents,27500
2016,General Fund,District Attorney,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),87424
2016,General Fund,District Attorney,3,Materials and Supplies,304,Books and Other Publications,5000
2016,General Fund,District Attorney,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,27600
2016,General Fund,District Attorney,3,Materials and Supplies,320,Office Materials and Supplies,333005
2016,General Fund,District Attorney,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,20000
2016,General Fund,District Attorney,3,Materials and Supplies,325,Printing,23000
2016,General Fund,District Attorney,3,Materials and Supplies,399,Other Materials and Supplies (noc),5000
2016,General Fund,District Attorney,4,Equipment,420,Office Equipment,40000
2016,General Fund,District Attorney,4,Equipment,427,Computer Equipment & Peripherals,45000
2016,General Fund,District Attorney,4,Equipment,430,Furniture and Furnishings,21416
2016,General Fund,District Attorney,4,Equipment,499,Other Equipment (noc),5000
2016,General Fund,Sheriff,1,Personal Services,100,Salary Control,45000
2016,General Fund,Sheriff,1,Personal Services,101,Perm Full Time-civilian,15618888
2016,General Fund,Sheriff,1,Personal Services,121,Temporary Seasonal,50000
2016,General Fund,Sheriff,1,Personal Services,161,Overtime Civilian,2276185
2016,General Fund,Sheriff,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",50000
2016,General Fund,Sheriff,1,Personal Services,181,Shift,29000
2016,General Fund,Sheriff,2,Purchase of Services,201,Cleaning and Laundering,145000
2016,General Fund,Sheriff,2,Purchase of Services,209,Telephone,50000
2016,General Fund,Sheriff,2,Purchase of Services,211,Transportation,200000
2016,General Fund,Sheriff,2,Purchase of Services,252,Accounting and Auditing Services,38800
2016,General Fund,Sheriff,2,Purchase of Services,256,Seminar and Training Sessions,45000
2016,General Fund,Sheriff,2,Purchase of Services,258,Court Reporters,5666
2016,General Fund,Sheriff,2,Purchase of Services,260,Repair and Maintenance Charges,20000
2016,General Fund,Sheriff,2,Purchase of Services,266,Maint/support-computr Hardware/soft,50000
2016,General Fund,Sheriff,2,Purchase of Services,285,Rents,18834
2016,General Fund,Sheriff,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),141967
2016,General Fund,Sheriff,3,Materials and Supplies,304,Books and Other Publications,2000
2016,General Fund,Sheriff,3,Materials and Supplies,305,Building and Construction,2000
2016,General Fund,Sheriff,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,164105
2016,General Fund,Sheriff,3,Materials and Supplies,310,Electrical and Communication,4000
2016,General Fund,Sheriff,3,Materials and Supplies,312,Fire Fighting and Safety,38270
2016,General Fund,Sheriff,3,Materials and Supplies,313,Food,96970
2016,General Fund,Sheriff,3,Materials and Supplies,320,Office Materials and Supplies,22000
2016,General Fund,Sheriff,3,Materials and Supplies,324,"Precision, Photographic and Artists",10000
2016,General Fund,Sheriff,3,Materials and Supplies,325,Printing,1500
2016,General Fund,Sheriff,3,Materials and Supplies,345,Gasoline,55000
2016,General Fund,Sheriff,3,Materials and Supplies,399,Other Materials and Supplies (noc),10062
2016,General Fund,Sheriff,4,Equipment,430,Furniture and Furnishings,13000
2016,General Fund,City Commissioners,1,Personal Services,100,Salary Control,11486
2016,General Fund,City Commissioners,1,Personal Services,101,Perm Full Time-civilian,4171336
2016,General Fund,City Commissioners,1,Personal Services,121,Temporary Seasonal,500000
2016,General Fund,City Commissioners,1,Personal Services,161,Overtime Civilian,905223
2016,General Fund,City Commissioners,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",33256
2016,General Fund,City Commissioners,1,Personal Services,181,Shift,2975
2016,General Fund,City Commissioners,2,Purchase of Services,202,Janitorial Services,10874
2016,General Fund,City Commissioners,2,Purchase of Services,209,Telephone,50481
2016,General Fund,City Commissioners,2,Purchase of Services,210,Postage,150000
2016,General Fund,City Commissioners,2,Purchase of Services,211,Transportation,13838
2016,General Fund,City Commissioners,2,Purchase of Services,250,Professional Consult/spec Services,2316065
2016,General Fund,City Commissioners,2,Purchase of Services,251,Information Technology-prof Service,244144
2016,General Fund,City Commissioners,2,Purchase of Services,256,Seminar and Training Sessions,7000
2016,General Fund,City Commissioners,2,Purchase of Services,258,Court Reporters,6000
2016,General Fund,City Commissioners,2,Purchase of Services,260,Repair and Maintenance Charges,487819
2016,General Fund,City Commissioners,2,Purchase of Services,266,Maint/support-computr Hardware/soft,30000
2016,General Fund,City Commissioners,2,Purchase of Services,285,Rents,181129
2016,General Fund,City Commissioners,3,Materials and Supplies,304,Books and Other Publications,763
2016,General Fund,City Commissioners,3,Materials and Supplies,310,Electrical and Communication,5331
2016,General Fund,City Commissioners,3,Materials and Supplies,316,General Hardware and Minor Tools,4700
2016,General Fund,City Commissioners,3,Materials and Supplies,318,"Janitorial, Laundry and Household",2560
2016,General Fund,City Commissioners,3,Materials and Supplies,320,Office Materials and Supplies,80730
2016,General Fund,City Commissioners,3,Materials and Supplies,324,"Precision, Photographic and Artists",20209
2016,General Fund,City Commissioners,3,Materials and Supplies,325,Printing,364055
2016,General Fund,City Commissioners,4,Equipment,420,Office Equipment,45269
2016,General Fund,City Commissioners,4,Equipment,427,Computer Equipment & Peripherals,14500
2016,General Fund,City Commissioners,4,Equipment,430,Furniture and Furnishings,3500
2016,General Fund,First Judicial District,1,Personal Services,100,Salary Control,1412000
2016,General Fund,First Judicial District,1,Personal Services,101,Perm Full Time-civilian,93342858
2016,General Fund,First Judicial District,1,Personal Services,121,Temporary Seasonal,2420000
2016,General Fund,First Judicial District,1,Personal Services,161,Overtime Civilian,92000
2016,General Fund,First Judicial District,2,Purchase of Services,259,Arbitration Fees,755140
2016,General Fund,First Judicial District,2,Purchase of Services,275,Juror Fees,1542471
2016,General Fund,First Judicial District,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),8358963
2016,General Fund,First Judicial District,3,Materials and Supplies,399,Other Materials and Supplies (noc),1870944
2016,General Fund,First Judicial District,4,Equipment,499,Other Equipment (noc),520924
2016,Water Fund,Office of Innovation and Technology,1,Personal Services,100,Salary Control,58000
2016,Water Fund,Office of Innovation and Technology,1,Personal Services,101,Perm Full Time-civilian,6146689
2016,Water Fund,Office of Innovation and Technology,1,Personal Services,161,Overtime Civilian,60600
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,209,Telephone,1348670
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,216,Commercial Off-shelf Comp Software,2940278
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,251,Information Technology-prof Service,9359295
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,255,Dues,4078
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,260,Repair and Maintenance Charges,64565
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,266,Maint/support-computr Hardware/soft,661773
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,282,Rent/lease-purchase Computer Equip,191700
2016,Water Fund,Office of Innovation and Technology,2,Purchase of Services,285,Rents,136138
2016,Water Fund,Water,1,Personal Services,162,Overtime Shift Dual Relief,26000
2016,Water Fund,Office of Innovation and Technology,3,Materials and Supplies,320,Office Materials and Supplies,47000
2016,Water Fund,Office of Innovation and Technology,3,Materials and Supplies,325,Printing,169200
2016,Water Fund,Office of Innovation and Technology,4,Equipment,427,Computer Equipment & Peripherals,1808950
2016,Water Fund,Public Property,2,Purchase of Services,284,Ground and Building Rental,4042633
2016,Water Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,2439875
2016,Water Fund,Fleet Management,1,Personal Services,121,Temporary Seasonal,40624
2016,Water Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,466524
2016,Water Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",11014
2016,Water Fund,Fleet Management,1,Personal Services,181,Shift,11280
2016,Water Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,6000
2016,Water Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,56000
2016,Water Fund,Fleet Management,2,Purchase of Services,210,Postage,1000
2016,Water Fund,Fleet Management,2,Purchase of Services,211,Transportation,1000
2016,Water Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,10000
2016,Water Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,30000
2016,Water Fund,Fleet Management,2,Purchase of Services,255,Dues,500
2016,Water Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,3000
2016,Water Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,1239500
2016,Water Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,8000
2016,Water Fund,Fleet Management,2,Purchase of Services,285,Rents,10000
2016,Water Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,124000
2016,Water Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,3000
2016,Water Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,40000
2016,Water Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,24000
2016,Water Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,7500
2016,Water Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,4000
2016,Water Fund,Fleet Management,3,Materials and Supplies,311,General Equipment and Machinery,5000
2016,Water Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,10000
2016,Water Fund,Fleet Management,3,Materials and Supplies,313,Food,500
2016,Water Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,8000
2016,Water Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,2000
2016,Water Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",3000
2016,Water Fund,Fleet Management,3,Materials and Supplies,320,Office Materials and Supplies,2000
2016,Water Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,32000
2016,Water Fund,Fleet Management,3,Materials and Supplies,324,"Precision, Photographic and Artists",500
2016,Water Fund,Fleet Management,3,Materials and Supplies,325,Printing,2000
2016,Water Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,2042050
2016,Water Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,109090
2016,Water Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,1050000
2016,Water Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,870000
2016,Water Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,30000
2016,Water Fund,Fleet Management,4,Equipment,420,Office Equipment,8000
2016,Water Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,3000
2016,Water Fund,Fleet Management,4,Equipment,427,Computer Equipment & Peripherals,12500
2016,Water Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,6500
2016,Water Fund,Water,1,Personal Services,100,Salary Control,1367000
2016,Water Fund,Water,1,Personal Services,101,Perm Full Time-civilian,85745570
2016,Water Fund,Water,1,Personal Services,111,Perm Part Time,30030
2016,Water Fund,Water,1,Personal Services,121,Temporary Seasonal,1830500
2016,Water Fund,Water,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",531000
2016,Water Fund,Water,1,Personal Services,181,Shift,260400
2016,Water Fund,Water,2,Purchase of Services,201,Cleaning and Laundering,61000
2016,Water Fund,Water,2,Purchase of Services,202,Janitorial Services,108000
2016,Water Fund,Water,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,3260900
2016,Water Fund,Water,2,Purchase of Services,210,Postage,222000
2016,Water Fund,Water,2,Purchase of Services,211,Transportation,133200
2016,Water Fund,Water,2,Purchase of Services,215,Licenses Permits Inspection Charges,203600
